id,현재가,전일비,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,label
316,37634.29,810.753,500.0,3973.509,10558.0,58.347,13501.715,19.328,,0
317,6662.093,50.66,500.0,1812.231,27203.0,5.738,277487.599,32.339,1.89,2
318,2080.557,0.557,100.0,106.111,5115.0,0.0,8538.927,99.077,1.08,2
319,8237.385,423.884,0.0,82.446,1000.0,0.0,3563.36,,,0
320,1530.0,0.0,100.0,904.0,59097.0,0.96,0.0,-5.03,-56.68,1
321,861.826,7.732,500.0,397.969,46195.0,2.364,129018.182,-13.898,-4.0,0
322,7284.113,80.831,500.0,1412.823,19393.0,2.319,844797.752,16.117,19.91,2
323,9097.207,152.793,1000.0,289.955,3189.0,0.41,3945.332,13.299,4.82,0
324,7095.939,334.824,1000.0,2751.821,38783.0,1.418,404611.529,3.536,24.11,2
325,17808.116,69.685,500.0,1529.7,8589.0,11.621,1776.945,7.202,11.45,0
326,44746.873,186.19,1000.0,10530.741,23534.0,12.972,15558.468,-14.765,-13.37,0
327,6489.231,29.685,500.0,539.557,8313.0,16.145,32694.217,7.65,15.55,0
328,2001.672,5.0,500.0,1213.003,60590.0,0.261,28735.091,2.912,23.44,0
329,2791.759,13.973,500.0,361.732,12958.0,0.11,6800.194,-20.99,-6.15,2
330,32184.628,257.149,0.0,321.669,1000.0,0.0,15952.777,,,0
331,2080.332,15.889,100.0,454.321,21836.0,0.96,70841.749,173.361,0.83,2
332,8365.603,187.709,500.0,1635.009,19544.0,15.007,130218.334,7.214,27.19,0
